央视频道,#genre#
CCTV第一剧场,http://ott.mobaibox.com/PLTV/4/224/3221228659/index.m3u8
CCTV风云剧场,http://ott.mobaibox.com/PLTV/4/224/3221228662/index.m3u8
CCTV风云音乐,http://ott.mobaibox.com/PLTV/4/224/3221228665/index.m3u8
CCTV风云足球,http://ott.mobaibox.com/PLTV/4/224/3221228668/index.m3u8
CCTV怀旧剧场,http://ott.mobaibox.com/PLTV/4/224/3221228671/index.m3u8
CCTV女性时尚,http://ott.mobaibox.com/PLTV/4/224/3221228674/index.m3u8
CCTV央视文化精品,http://ott.mobaibox.com/PLTV/4/224/3221228677/index.m3u8
CCTV央视台球,http://ott.mobaibox.com/PLTV/4/224/3221228683/index.m3u8
CCTV兵器科技,http://ott.mobaibox.com/PLTV/4/224/3221228686/index.m3u8
CCTV电视指南,http://ott.mobaibox.com/PLTV/4/224/3221228689/index.m3u8

CCTV发现之旅,http://ott.mobaibox.com/PLTV/3/224/3221227030/index.m3u8
CCTV老故事,http://ott.mobaibox.com/PLTV/3/224/3221227043/index.m3u8
CCTV中学生,http://ott.mobaibox.com/PLTV/3/224/3221228704/index.m3u8

优漫卡通,http://ott.mobaibox.com/PLTV/3/224/3221225933/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227577/index.m3u8
金鹰卡通,http://ott.mobaibox.com/PLTV/3/224/3221226303/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227630/index.m3u8
卡酷动画,http://ott.mobaibox.com/PLTV/3/224/3221226305/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227566/index.m3u8
嘉佳卡通,http://ott.mobaibox.com/PLTV/3/224/3221227009/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227598/index.m3u8
哈哈炫动,http://ott.mobaibox.com/PLTV/3/224/3221226388/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227586/index.m3u8
家庭理财,http://ott.mobaibox.com/PLTV/3/224/3221227011/index.m3u8
中华美食,http://ott.mobaibox.com/PLTV/3/224/3221227017/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227647/index.m3u8
山东教育,http://ott.mobaibox.com/PLTV/3/224/3221227019/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227580/index.m3u8
金鹰纪实,http://ott.mobaibox.com/PLTV/3/224/3221228110/index.m3u8
天元围棋,http://ott.mobaibox.com/PLTV/3/224/3221228513/index.m3u8
环球奇观,http://ott.mobaibox.com/PLTV/3/224/3221228695/index.m3u8
劲爆体育,http://ott.mobaibox.com/PLTV/3/224/3221227023/index.m3u8
国学频道,http://ott.mobaibox.com/PLTV/3/224/3221228698/index.m3u8
书画,http://ott.mobaibox.com/PLTV/3/224/3221228574/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228577/index.m3u8
汽摩,http://ott.mobaibox.com/PLTV/3/224/3221228701/index.m3u8


轮播频道,#genre#
大众剧院,http://ott.mobaibox.com/PLTV/3/224/3221227512/index.m3u8
第一院线,http://ott.mobaibox.com/PLTV/3/224/3221227579/index.m3u8
熊出没,http://ott.mobaibox.com/PLTV/3/224/3221228536/index.m3u8
超级飞侠,http://ott.mobaibox.com/PLTV/3/224/3221228539/index.m3u8
汪汪队,http://ott.mobaibox.com/PLTV/3/224/3221228463/index.m3u8
居家健身,http://ott.mobaibox.com/PLTV/3/224/3221228454/index.m3u8
德凯奥特曼,http://ott.mobaibox.com/PLTV/3/224/3221228456/index.m3u8
小猪佩奇,http://ott.mobaibox.com/PLTV/3/224/3221228460/index.m3u8
黄梅戏联播,http://ott.mobaibox.com/PLTV/3/224/3221228673/index.m3u8
戏曲联播,http://ott.mobaibox.com/PLTV/3/224/3221228585/index.m3u8
掼蛋游戏,http://ott.mobaibox.com/PLTV/3/224/3221228586/index.m3u8
美食美味,http://ott.mobaibox.com/PLTV/3/224/3221228562/index.m3u8
自然风景,http://ott.mobaibox.com/PLTV/3/224/3221228588/index.m3u8
B站影视,http://ott.mobaibox.com/PLTV/3/224/3221228644/index.m3u8
动漫星空,http://ott.mobaibox.com/PLTV/3/224/3221228579/index.m3u8
百姓生活,http://ott.mobaibox.com/PLTV/3/224/3221228466/index.m3u8
动物世界,http://ott.mobaibox.com/PLTV/3/224/3221228559/index.m3u8
亲宝玩具,http://ott.mobaibox.com/PLTV/3/224/3221228638/index.m3u8
萌娃日常,http://ott.mobaibox.com/PLTV/3/224/3221228603/index.m3u8
纪录片,http://ott.mobaibox.com/PLTV/3/224/3221228606/index.m3u8
广场舞,http://ott.mobaibox.com/PLTV/3/224/3221228635/index.m3u8


轮播-《新白娘子传奇》,http://ott.mobaibox.com/PLTV/3/224/3221228441/index.m3u8
轮播-《庆余年》,http://ott.mobaibox.com/PLTV/3/224/3221228465/index.m3u8
轮播-《繁花》,http://ott.mobaibox.com/PLTV/3/224/3221228710/index.m3u8
轮播-《狂飙》,http://ott.mobaibox.com/PLTV/3/224/3221228716/index.m3u8
轮播-《人世间》,http://ott.mobaibox.com/PLTV/3/224/3221228719/index.m3u8
轮播-《烟火人家》,http://ott.mobaibox.com/PLTV/3/224/3221228610/index.m3u8
轮播-《漫长的季节》,http://ott.mobaibox.com/PLTV/3/224/3221228621/index.m3u8
轮播-《猎冰》,http://ott.mobaibox.com/PLTV/3/224/3221228624/index.m3u8
轮播-《永安梦》,http://ott.mobaibox.com/PLTV/3/224/3221228627/index.m3u8
轮播-《黑土无言》,http://ott.mobaibox.com/PLTV/3/224/3221228782/index.m3u8
轮播-《问心》,http://ott.mobaibox.com/PLTV/3/224/3221228779/index.m3u8
轮播-《父辈的荣耀》,http://ott.mobaibox.com/PLTV/3/224/3221228676/index.m3u8
轮播-《繁城之下》,http://ott.mobaibox.com/PLTV/3/224/3221228785/index.m3u8
轮播-《小日子》,http://ott.mobaibox.com/PLTV/3/224/3221228678/index.m3u8
轮播-《楚乔传》,http://ott.mobaibox.com/PLTV/3/224/3221228687/index.m3u8
轮播-《梦华录》,http://ott.mobaibox.com/PLTV/3/224/3221227539/index.m3u8
轮播-《梦中的那片海》,http://ott.mobaibox.com/PLTV/3/224/3221228607/index.m3u8
轮播-《山海情》,http://ott.mobaibox.com/PLTV/3/224/3221228618/index.m3u8
轮播-《哈尔滨1944》,http://ott.mobaibox.com/PLTV/3/224/3221228791/index.m3u8
轮播-《长相思》,http://ott.mobaibox.com/PLTV/3/224/3221227594/index.m3u8
轮播-《迷局》,http://ott.mobaibox.com/PLTV/3/224/3221228604/index.m3u8
轮播-《乡村爱情》,http://ott.mobaibox.com/PLTV/3/224/3221228582/index.m3u8



轮播-《谢谢你温暖我》,http://ott.mobaibox.com/PLTV/3/224/3221228788/index.m3u8
轮播-《当你沉睡时》,http://ott.mobaibox.com/PLTV/3/224/3221228684/index.m3u8
轮播-《W-两个世界》,http://ott.mobaibox.com/PLTV/3/224/3221228681/index.m3u8
轮播-《来自星星的你》,http://ott.mobaibox.com/PLTV/3/224/3221228664/index.m3u8
轮播-《oh我的鬼神大人》,http://ott.mobaibox.com/PLTV/3/224/3221228776/index.m3u8
轮播-《完美的她》,http://ott.mobaibox.com/PLTV/3/224/3221228690/index.m3u8
轮播-《请回答1988》,http://ott.mobaibox.com/PLTV/3/224/3221228669/index.m3u8
轮播-《信号》,http://ott.mobaibox.com/PLTV/3/224/3221228670/index.m3u8
轮播-《邪恶与疯狂》,http://ott.mobaibox.com/PLTV/3/224/3221228663/index.m3u8
轮播-《太阳的后裔》,http://ott.mobaibox.com/PLTV/3/224/3221228666/index.m3u8



睛彩篮球,http://ott.mobaibox.com/PLTV/3/224/3221228129/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228234/index.m3u8
睛彩竞技,http://ott.mobaibox.com/PLTV/3/224/3221228206/index.m3u8
睛彩青少,http://ott.mobaibox.com/PLTV/3/224/3221228427/index.m3u8
咪咕精彩赛事,http://ott.mobaibox.com/PLTV/3/224/3221228713/index.m3u8
体育同期声,http://ott.mobaibox.com/PLTV/3/224/3221228737/index.m3u8
哒啵赛事,http://ott.mobaibox.com/PLTV/3/224/3221225539/index.m3u8
黑莓动画,http://ott.mobaibox.com/PLTV/3/224/3221225555/index.m3u8
黑莓电影,http://ott.mobaibox.com/PLTV/3/224/3221225567/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227520/index.m3u8

NEWTV潮妈辣婆,http://ott.mobaibox.com/PLTV/3/224/3221227527/index.m3u8
NEWTV中国功夫,http://ott.mobaibox.com/PLTV/3/224/3221227530/index.m3u8
NEWTV武博世界,http://ott.mobaibox.com/PLTV/3/224/3221227533/index.m3u8
NEWTV惊悚悬疑,http://ott.mobaibox.com/PLTV/3/224/3221227536/index.m3u8
NEWTV古装剧场,http://ott.mobaibox.com/PLTV/3/224/3221227542/index.m3u8
NEWTV金牌综艺,http://ott.mobaibox.com/PLTV/3/224/3221227541/index.m3u8
NEWTV军事评论,http://ott.mobaibox.com/PLTV/3/224/3221227544/index.m3u8
NEWTV爱情喜剧,http://ott.mobaibox.com/PLTV/3/224/3221227548/index.m3u8
NEWTV精品纪录,http://ott.mobaibox.com/PLTV/3/224/3221227547/index.m3u8
NEWTV农业致富,http://ott.mobaibox.com/PLTV/3/224/3221227588/index.m3u8
NEWTV家庭剧场,http://ott.mobaibox.com/PLTV/3/224/3221227600/index.m3u8
NEWTV军旅剧场,http://ott.mobaibox.com/PLTV/3/224/3221227603/index.m3u8
NEWTV动作电影,http://ott.mobaibox.com/PLTV/3/224/3221227606/index.m3u8
NEWTV精品体育,http://ott.mobaibox.com/PLTV/3/224/3221227615/index.m3u8
NEWTV精品大剧,http://ott.mobaibox.com/PLTV/3/224/3221227618/index.m3u8
NEWTV精品萌宠,http://ott.mobaibox.com/PLTV/3/224/3221228430/index.m3u8



4K频道,#genre#
CCTV1 4K,http://ott.mobaibox.com/PLTV/4/224/3221228581/index.m3u8
CCTV1 4K,http://ott.mobaibox.com/PLTV/4/224/3221228589/index.m3u8
CCTV3 4K,http://ott.mobaibox.com/PLTV/4/224/3221228499/index.m3u8
CCTV5 4K,http://ott.mobaibox.com/PLTV/4/224/3221228502/index.m3u8
CCTV16 4K,http://ott.mobaibox.com/PLTV/3/224/3221228168/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228314/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228127/index.m3u8
CCTV4K,http://ott.mobaibox.com/PLTV/3/224/3221228228/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228472/index.m3u8
CCTV8K,http://ott.mobaibox.com/PLTV/3/224/3221228165/index.m3u8

睛彩篮球4K,http://ott.mobaibox.com/PLTV/3/224/3221228682/index.m3u8
睛彩竞技4K,http://ott.mobaibox.com/PLTV/3/224/3221228679/index.m3u8

音乐台4K,http://ott.mobaibox.com/PLTV/3/224/3221228641/index.m3u8
咪咕音乐4K,http://ott.mobaibox.com/PLTV/3/224/3221228794/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221228444/index.m3u8


4K轮播1,http://ott.mobaibox.com/PLTV/3/224/3221228242/index.m3u8#http://ott.mobaibox.com/PLTV/3/224/3221227506/index.m3u8
4K轮播2,http://ott.mobaibox.com/PLTV/3/224/3221228141/index.m3u8
4K轮播3,http://ott.mobaibox.com/PLTV/3/224/3221228740/index.m3u8
4K轮播4,http://ott.mobaibox.com/PLTV/3/224/3221228615/index.m3u8
8K轮播,http://ott.mobaibox.com/PLTV/3/224/3221228132/index.m3u8
